
1 66.070411 14.49483 27.44182
2 66.070411 35.902259 28.42495
3 75.16227 43.612401 25.063236
4 75.16227 50.285646 20.244467
5 75.16227 54.122156 18.805274
6 75.16227 55.022068 16.156954
7 75.16227 57.96765 10.231041
8 75.16227 54.16644 19.586235
9 75.16227 58.027066 14.06024
10 75.16227 59.550818 8.751581
11 75.16227 57.945708 14.206626
12 75.16227 32.350054 29.476062
13 75.16227 41.789889 25.372719
14 75.16227 54.083727 16.137626
15 75.16227 59.789197 11.259596
16 75.16227 44.113588 27.085626
17 75.16227 49.913581 21.240176
18 75.16227 48.976235 22.228984
19 75.16227 55.675584 13.433298
