gen island best mean std
0 0 91.772379 13.474021 30.581408
0 1 92.379644 18.449334 35.730641
0 2 89.931096 11.326672 31.588385
0 3 91.772379 5.159266 28.736214
0 4 91.772379 9.307634 31.457322
1 0 92.090612 31.772642 42.556362
1 1 92.569562 30.796317 41.662346
1 2 91.727 25.883421 41.177343
1 3 92.572379 28.912055 45.391833
1 4 91.772379 24.241502 40.395801
2 0 92.13704 38.950132 43.237473
2 1 92.569562 48.865081 42.430822
2 2 91.772379 62.413837 35.643163
2 3 92.572379 63.607085 39.63668
2 4 92.372379 45.455725 38.196097
3 0 92.24704 52.393244 39.771155
3 1 92.569562 56.094667 37.256763
3 2 92.04704 66.596001 36.976188
3 3 92.970654 71.486287 36.972038
3 4 92.53704 54.906247 41.256658
4 0 92.569562 47.688258 41.064565
4 1 92.185064 63.175623 34.258915
4 2 93.327 79.482518 23.164846
4 3 93.267281 77.862325 33.014554
4 4 92.44704 71.93498 35.421293
5 0 92.569562 55.065582 41.445078
5 1 92.53704 63.978608 34.646664
5 2 93.727 79.825489 25.114296
5 3 93.267281 75.632284 35.530624
5 4 92.527 80.532708 25.193362
6 0 92.569562 53.435784 41.776115
6 1 92.53704 75.082219 27.844225
6 2 93.727 84.599706 24.210055
6 3 93.267281 84.97199 23.043665
6 4 92.527 84.790552 21.762572
7 0 92.569562 54.716857 39.65466
7 1 92.53704 81.814879 21.804203
7 2 93.727 87.539656 19.464143
7 3 93.267281 91.773622 0.81199
7 4 92.64704 90.226519 9.665602
8 0 92.53704 63.940714 38.520475
8 1 93.727 78.755032 25.356029
8 2 93.727 89.493466 15.269341
8 3 93.267281 79.507291 29.993024
8 4 92.569562 84.763682 22.924464
9 0 92.53704 44.743891 42.173816
9 1 93.727 82.622356 20.47129
9 2 93.727 90.503992 6.722871
9 3 93.267281 67.05566 40.9546
9 4 92.569562 64.700095 38.92141
10 0 92.53704 72.438732 26.488371
10 1 93.727 86.079153 17.934706
10 2 93.727 84.793482 19.401225
10 3 93.267281 71.619145 34.220372
10 4 92.569562 64.932222 37.172217
11 0 92.53704 80.157794 23.638037
11 1 93.727 89.858125 9.766648
11 2 93.727 91.452019 1.971196
11 3 93.267281 73.010704 37.81505
11 4 92.569562 58.801895 39.947957
12 0 92.53704 84.995991 17.739346
12 1 93.727 89.59174 10.927914
12 2 93.727 90.943212 2.159594
12 3 92.569562 75.416092 32.186371
12 4 92.569562 53.262109 40.125298
13 0 92.53704 69.533278 32.744235
13 1 93.727 77.494149 30.98211
13 2 93.727 89.89314 10.90901
13 3 92.569562 69.281299 38.981543
13 4 92.569562 73.206374 28.146895
14 0 92.727 76.070001 27.129727
14 1 93.727 87.112139 16.695861
14 2 93.727 83.324501 26.302803
14 3 91.772379 78.879634 30.864796
14 4 92.569562 69.360558 32.160647
15 0 92.727 82.829481 20.483346
15 1 93.727 91.779467 1.244088
15 2 93.727 89.667449 12.455178
15 3 91.772379 87.605664 16.741427
15 4 92.569562 64.251176 34.988219
16 0 93.727 85.307696 16.651081
16 1 93.727 89.564998 10.406244
16 2 93.527 91.446406 1.955393
16 3 92.569562 75.120367 35.335537
16 4 93.527 71.004952 34.908645
17 0 93.727 89.674109 8.301878
17 1 93.727 89.72377 9.758112
17 2 93.527 91.001996 3.132027
17 3 92.569562 62.674728 40.134034
17 4 92.727 83.938735 21.495677
18 0 93.727 87.588682 13.941896
18 1 93.727 91.176289 2.39343
18 2 93.727 88.674245 10.66652
18 3 92.569562 59.419405 39.005981
18 4 92.53704 85.751285 19.849899
19 0 93.727 88.131659 14.289373
19 1 93.727 87.908373 15.563875
19 2 93.727 88.670538 12.581684
19 3 92.569562 67.966857 35.723182
19 4 92.53704 83.666792 21.079087
