
1 57.16227 9.990088 24.552353
2 57.601837 19.216522 23.964962
3 66.16227 38.920245 23.54808
4 66.732142 45.029275 21.240535
5 66.732142 51.520851 18.283082
6 66.732142 54.733957 15.022522
7 66.732142 50.762395 20.933427
8 66.732142 49.178348 20.767509
9 75.732142 37.413017 32.876547
10 75.732142 39.098115 32.423449
11 75.732142 43.549215 31.351039
12 75.732142 57.532851 18.352983
13 75.732142 54.403618 24.321855
14 75.732142 36.470576 31.812216
15 85.099556 49.771552 27.039521
16 85.099556 54.100404 26.489957
17 85.099556 50.039474 26.909988
18 85.099556 52.823645 28.207835
19 85.099556 48.705989 28.313307
