
1 57.16227 2.924278 13.723482
2 57.16227 9.421502 19.951856
3 57.732142 19.290054 24.408096
4 57.732142 29.748985 26.351082
5 57.732142 45.833583 21.050249
6 66.752976 45.847032 22.130024
7 66.752976 49.737165 17.563396
8 66.752976 55.625338 10.247909
9 66.752976 50.939948 17.252328
10 66.752976 51.460247 15.942546
11 66.752976 37.730895 25.067923
12 66.752976 43.670928 22.020042
13 94.023266 43.216265 25.523097
14 94.023266 48.21792 20.594952
15 94.023266 49.597532 19.378219
16 94.023266 53.210379 22.07739
17 94.023266 53.136909 22.425933
18 94.023266 37.747448 30.882301
19 94.023266 47.197425 24.617168
