gen island best mean std
0 0 56.773463 4.049276 16.975185
0 1 21.375982 0.129553 9.343967
0 2 21.174 -3.911164 5.893451
0 3 56.77941 -2.221295 11.017092
0 4 30.176954 -1.608468 8.593473
1 0 56.773463 18.082997 23.764521
1 1 47.730904 4.984303 12.990428
1 2 30.174 1.584073 10.31326
1 3 74.729012 4.576299 17.093184
1 4 38.888533 4.655105 13.608236
2 0 88.59141 40.662079 27.749568
2 1 47.730904 9.605047 16.835406
2 2 56.773463 6.974421 16.841573
2 3 74.729012 18.567354 24.943236
2 4 38.888533 11.380477 15.414287
3 0 88.59141 47.450582 27.966274
3 1 56.773463 17.394397 18.122331
3 2 74.888533 17.692911 26.238322
3 3 74.797464 24.202496 26.748843
3 4 66.200907 17.514092 16.444393
4 0 88.59141 52.366158 23.120315
4 1 84.993424 30.399099 24.841215
4 2 74.797464 25.010986 28.073725
4 3 74.771489 27.970178 26.938802
4 4 88.59141 26.058162 21.268349
5 0 88.59141 53.505721 19.655135
5 1 84.993424 42.023006 22.825117
5 2 74.797464 37.317695 26.765734
5 3 85.354995 42.073523 28.86623
5 4 88.59141 27.393965 25.264348
6 0 88.59141 53.4719 18.550163
6 1 84.993424 39.592305 24.010063
6 2 74.797464 37.941182 28.760508
6 3 85.354995 44.834143 25.012295
6 4 88.59141 36.010191 24.271968
7 0 88.59141 38.588812 29.687935
7 1 88.415851 44.336407 24.618183
7 2 74.797464 46.065065 24.784761
7 3 88.213791 49.290219 25.397842
7 4 88.59141 35.327952 25.666634
8 0 88.415851 40.073326 32.200077
8 1 84.993424 38.795916 27.127781
8 2 88.213791 42.671752 29.195146
8 3 88.59141 44.45799 30.811287
8 4 88.59141 41.123401 23.356804
9 0 88.415851 45.536523 23.614897
9 1 84.993424 42.501659 26.87807
9 2 74.7814 41.328569 25.037803
9 3 88.59141 35.01943 29.337166
9 4 88.59141 36.816605 26.455566
10 0 88.415851 49.293871 27.088845
10 1 84.993424 40.621174 24.002511
10 2 89.193424 45.769156 25.226458
10 3 88.59141 35.02162 26.886217
10 4 88.59141 46.65983 24.351817
11 0 88.613791 43.114647 31.07968
11 1 84.993424 47.008413 21.253674
11 2 89.193424 44.896213 30.168592
11 3 88.59141 42.583747 29.617386
11 4 88.59141 49.791811 16.250984
12 0 88.415851 32.107689 27.830319
12 1 89.193424 35.980695 32.183005
12 2 89.193424 43.011493 29.571007
12 3 88.59141 42.855384 29.714591
12 4 88.613791 44.85621 21.454685
13 0 88.415851 47.165771 25.492819
13 1 89.193424 31.817112 30.417872
13 2 89.193424 51.71141 24.301389
13 3 88.59141 34.886825 31.163534
13 4 88.613791 52.475395 16.454761
14 0 88.415851 42.091569 24.964055
14 1 89.193424 38.345258 26.069506
14 2 89.193424 33.149473 29.105552
14 3 88.59141 37.665457 28.50956
14 4 88.613791 51.53572 20.471555
15 0 88.415851 50.353637 18.929287
15 1 89.193424 37.512549 27.784035
15 2 89.193424 45.897761 28.253246
15 3 88.59141 37.731304 27.65616
15 4 86.238793 51.375024 20.268283
16 0 89.193424 39.182668 28.039865
16 1 89.193424 45.626356 27.295917
16 2 89.013791 50.059411 26.457215
16 3 88.59141 35.025057 27.09117
16 4 88.415851 50.582418 22.690583
17 0 89.193424 46.286273 25.564481
17 1 89.193424 35.29023 27.614797
17 2 90.793424 45.711984 32.211941
17 3 88.59141 41.909081 25.200273
17 4 87.043021 44.876504 27.086883
18 0 89.393424 46.638222 28.678223
18 1 89.193424 45.200941 26.479987
18 2 90.793424 44.958714 32.765977
18 3 88.59141 37.937148 24.3403
18 4 87.043021 52.937819 24.585782
19 0 89.393424 32.160294 30.689333
19 1 89.193424 32.016724 28.834434
19 2 90.793424 50.3039 26.252712
19 3 88.59141 44.512986 26.634555
19 4 87.043021 50.45858 19.530196
