gen island best mean std
0 0 66.219256 -0.910015 14.705611
0 1 56.672063 -2.139724 11.780933
0 2 3.785064 -4.190992 2.948232
0 3 57.16227 -1.657858 11.119649
0 4 57.16227 -1.589237 11.516283
1 0 66.219256 4.547182 17.208045
1 1 57.171054 4.867861 20.056116
1 2 57.16227 -1.922856 10.126847
1 3 57.16227 6.625653 22.335398
1 4 66.732142 6.660288 22.969861
2 0 75.054579 20.161542 30.990395
2 1 57.276415 15.350444 22.692344
2 2 57.16227 2.559179 17.896684
2 3 57.16227 18.687253 28.343009
2 4 66.732142 10.242028 25.763975
3 0 75.266659 36.644047 32.469134
3 1 66.054579 29.904653 27.646723
3 2 57.16227 6.772288 16.840027
3 3 57.16227 33.89582 26.312974
3 4 66.732142 21.275436 31.249021
4 0 75.091917 36.477874 32.327683
4 1 57.732142 49.605636 18.618956
4 2 57.16227 12.830931 20.46514
4 3 66.732142 47.176586 21.380651
4 4 75.266659 17.404585 30.109114
5 0 75.091917 45.456205 30.764976
5 1 57.732142 51.227107 18.25269
5 2 57.21004 22.504414 20.584836
5 3 66.732142 47.459031 20.650653
5 4 75.266659 35.572268 30.28293
6 0 75.171054 42.307893 31.629993
6 1 57.732142 55.737335 9.862895
6 2 57.752976 33.891399 21.914676
6 3 66.732142 42.223931 24.308351
6 4 75.266659 40.799659 28.345928
7 0 75.171054 54.646386 24.717874
7 1 57.732142 43.908475 23.662512
7 2 57.747727 39.708078 21.277199
7 3 66.732142 43.926293 19.946683
7 4 75.266659 42.069388 28.598824
8 0 75.171054 39.109138 33.405507
8 1 57.747727 41.793114 24.394002
8 2 66.732142 41.940389 21.07377
8 3 66.732142 47.442905 19.214238
8 4 75.266659 44.554747 27.226039
9 0 75.171054 55.087142 24.091579
9 1 66.752976 39.13863 26.490522
9 2 66.732142 40.604956 21.099848
9 3 66.732142 34.702255 26.558972
9 4 75.266659 23.741236 30.854529
10 0 75.171054 56.396744 22.123562
10 1 66.752976 43.342354 22.098522
10 2 66.732142 35.254634 23.59208
10 3 66.732142 31.116815 26.596059
10 4 75.266659 30.334087 29.048077
11 0 75.171054 53.968566 27.618653
11 1 66.752976 52.719911 15.545191
11 2 66.732142 35.451637 22.890996
11 3 75.091917 35.192471 25.775712
11 4 75.266659 37.300817 28.311003
12 0 75.171054 36.289766 34.117535
12 1 66.752976 46.198456 22.38997
12 2 75.091917 48.070808 20.801543
12 3 75.266659 47.48147 23.425346
12 4 86.101683 40.113645 28.943036
13 0 75.094638 41.538165 34.424499
13 1 75.752976 40.234763 22.969359
13 2 75.727 43.820071 25.538379
13 3 75.716796 44.343556 25.10816
13 4 75.171054 18.354828 29.654455
14 0 75.171054 54.590712 26.492202
14 1 66.752976 40.446734 19.642479
14 2 75.727 49.16456 22.241088
14 3 75.716796 40.803171 28.872973
14 4 75.171054 32.695211 33.144527
15 0 75.171054 53.064695 27.023945
15 1 66.752976 43.092975 20.750108
15 2 75.727 47.807646 25.143563
15 3 75.716796 39.055096 29.80352
15 4 75.171054 24.657953 33.133606
16 0 75.091917 47.707516 28.431686
16 1 75.727 48.473333 21.791532
16 2 75.752976 46.710577 24.116164
16 3 75.716796 41.449513 27.028393
16 4 75.171054 29.059781 32.120325
17 0 75.091917 50.833426 27.516334
17 1 75.727 41.985986 23.187611
17 2 75.752976 47.205238 20.520398
17 3 75.716796 47.520057 23.401207
17 4 75.171054 24.811297 32.146506
18 0 75.091917 51.49192 27.772809
18 1 75.727 40.181743 25.725386
18 2 75.752976 49.237581 23.812873
18 3 75.752976 40.358202 28.327859
18 4 75.171054 27.868038 32.562906
19 0 75.091917 51.206332 26.349366
19 1 75.727 39.528086 28.910976
19 2 94.023266 52.179371 17.937912
19 3 75.752976 39.902666 26.913748
19 4 75.171054 38.146407 29.906748
