gen island best mean std
0 0 56.773463 0.362279 12.670191
0 1 21.174 -1.721145 8.171225
0 2 21.667281 -1.483716 8.8258
0 3 56.773463 -0.351604 12.089707
0 4 56.773463 2.230475 14.05606
1 0 56.773463 10.291603 22.750196
1 1 21.174 0.48552 10.909586
1 2 21.829516 1.274542 11.765438
1 3 56.773463 9.619426 17.152103
1 4 56.773463 10.904091 23.978463
2 0 65.767552 25.124914 25.755667
2 1 47.783394 5.922148 14.377289
2 2 21.90625 5.290793 11.802548
2 3 56.773463 16.0259 20.642549
2 4 56.773463 15.758443 25.803482
3 0 84.438793 37.151369 26.363365
3 1 74.717733 12.36482 17.864189
3 2 56.729012 15.879196 16.826506
3 3 74.77941 21.747922 23.102417
3 4 87.697441 33.378068 29.514878
4 0 84.438793 41.177414 26.427676
4 1 74.717733 17.53629 21.720889
4 2 74.771489 25.49158 22.57047
4 3 74.77941 26.587103 25.585828
4 4 87.697441 42.753765 30.029369
5 0 84.438793 45.957415 23.03498
5 1 74.717733 25.356341 25.493366
5 2 65.771489 40.096619 20.728769
5 3 74.783394 34.959567 26.011426
5 4 87.697441 52.860236 21.967506
6 0 87.757367 54.213289 21.482348
6 1 85.811736 30.969143 24.583032
6 2 74.777424 48.736232 18.547635
6 3 74.783394 50.122948 19.758623
6 4 87.697441 53.590659 24.436595
7 0 87.757367 50.227682 20.664424
7 1 85.811736 38.807726 23.611836
7 2 74.888533 46.377508 21.109695
7 3 85.243021 45.445295 27.464642
7 4 87.697441 53.574368 23.005828
8 0 87.757367 52.297722 18.635853
8 1 85.811736 47.962314 25.612056
8 2 85.243021 42.863088 22.967864
8 3 84.993424 47.269485 22.740998
8 4 87.697441 31.856137 35.945428
9 0 87.757367 54.910333 20.476732
9 1 86.840905 54.087446 21.671941
9 2 85.243021 50.020739 20.206915
9 3 84.993424 48.209941 23.569057
9 4 87.697441 44.685653 29.622497
10 0 87.757367 50.723838 20.660348
10 1 87.266602 48.941028 25.794053
10 2 85.243021 49.194923 21.35627
10 3 84.993424 48.216471 25.746456
10 4 87.697441 58.770694 25.804856
11 0 87.757367 50.626576 23.632353
11 1 88.638793 50.266785 28.008908
11 2 87.499681 48.475102 23.65212
11 3 84.993424 44.490771 26.894874
11 4 87.697441 56.836933 23.589912
12 0 89.357367 44.467965 27.325338
12 1 88.638793 51.281012 27.097648
12 2 87.499681 48.54924 23.747215
12 3 87.266602 41.156076 29.49078
12 4 87.697441 37.378551 32.029206
13 0 87.757367 50.119327 21.792495
13 1 88.638793 49.066015 23.50093
13 2 87.499681 54.395703 21.729899
13 3 84.993424 38.521118 25.296923
13 4 87.697441 39.223072 31.372731
14 0 87.757367 51.733288 22.615491
14 1 88.638793 51.232402 22.981978
14 2 87.499681 48.689535 25.445363
14 3 84.993424 49.765205 21.635718
14 4 87.697441 47.42781 28.718862
15 0 87.757367 45.872129 23.714221
15 1 88.638793 58.822333 17.88102
15 2 87.499681 47.403853 26.099127
15 3 84.993424 55.237207 20.452175
15 4 87.697441 54.920797 27.210592
16 0 87.757367 53.783983 21.631703
16 1 88.638793 35.543456 31.883316
16 2 87.499681 36.556955 31.655242
16 3 84.993424 50.854784 23.882726
16 4 87.697441 27.465795 33.345927
17 0 87.757367 33.486201 31.774426
17 1 88.638793 37.604886 29.886396
17 2 87.499681 47.998003 25.085124
17 3 84.993424 41.939081 30.684777
17 4 87.697441 33.2556 28.948587
18 0 87.757367 39.071375 30.442078
18 1 88.638793 47.220273 25.883006
