Generation Island NDifferentFitnesses
1 0 23
1 1 21
1 2 18
1 3 17
1 4 20
2 0 16
2 1 23
2 2 20
2 3 13
2 4 19
3 0 13
3 1 26
3 2 20
3 3 18
3 4 18
4 0 13
4 1 17
4 2 25
4 3 17
4 4 22
5 0 13
5 1 22
5 2 29
5 3 20
5 4 27
6 0 16
6 1 16
6 2 30
6 3 14
6 4 21
7 0 16
7 1 13
7 2 27
7 3 12
7 4 19
8 0 14
8 1 18
8 2 30
8 3 20
8 4 12
9 0 17
9 1 23
9 2 28
9 3 16
9 4 15
10 0 14
10 1 21
10 2 29
10 3 16
10 4 15
11 0 13
11 1 22
11 2 32
11 3 17
11 4 15
12 0 16
12 1 29
12 2 28
12 3 16
12 4 22
13 0 20
13 1 19
13 2 30
13 3 20
13 4 21
14 0 19
14 1 18
14 2 28
14 3 20
14 4 23
15 0 15
15 1 22
15 2 28
15 3 18
15 4 26
16 0 18
16 1 23
16 2 30
16 3 17
16 4 30
17 0 19
17 1 17
17 2 31
17 3 17
17 4 30
18 0 18
18 1 18
18 2 25
18 3 22
18 4 30
19 0 16
19 1 18
19 2 33
19 3 20
19 4 34
