gen island best mean std
0 0 57.16227 -1.374925 11.330885
0 1 57.16227 -0.415924 11.888465
0 2 21.790514 -3.692635 5.378702
0 3 39.752976 -1.345841 9.017459
0 4 57.225448 3.763644 18.289249
1 0 66.601837 6.22497 21.590143
1 1 66.100103 10.944381 25.008261
1 2 21.790514 -0.744828 7.23928
1 3 57.752976 2.923431 15.697938
1 4 57.601837 12.950476 26.413313
2 0 66.601837 2.477475 20.770305
2 1 66.601837 16.267566 27.353946
2 2 57.234809 5.621984 14.932251
2 3 66.747727 11.760626 21.629407
2 4 75.234809 29.546626 27.712158
3 0 66.706695 12.430253 26.306875
3 1 66.601837 27.677949 28.004402
3 2 66.100103 13.341962 24.145819
3 3 94.023266 29.727699 28.695513
3 4 75.234809 38.78484 28.67783
4 0 66.711733 15.534064 24.19137
4 1 75.091917 39.47873 28.417427
4 2 66.732142 21.811279 27.950124
4 3 94.023266 43.059401 24.143549
4 4 75.732142 45.686701 25.1949
5 0 75.601837 22.920162 27.095876
5 1 75.091917 41.468856 25.855641
5 2 66.100103 35.007278 27.213305
5 3 94.023266 49.036969 27.690837
5 4 75.732142 47.323828 25.692221
6 0 75.601837 35.893436 25.668114
6 1 75.091917 51.300648 21.766634
6 2 75.059829 51.207671 22.258358
6 3 94.023266 49.074133 26.516322
6 4 75.732142 49.422398 24.418585
7 0 75.601837 40.822859 23.611637
7 1 75.273152 60.785389 12.082385
7 2 75.059829 41.057778 26.740208
7 3 94.023266 58.250636 18.834835
7 4 75.732142 48.759626 22.582038
8 0 75.601837 44.403746 23.874719
8 1 75.219256 54.191092 20.326263
8 2 75.059829 49.1222 23.416365
8 3 94.023266 41.687544 27.716894
8 4 75.732142 49.447748 23.868496
9 0 75.601837 37.642761 28.070246
9 1 75.219256 55.562852 22.65018
9 2 75.219256 51.759354 20.850463
9 3 94.023266 46.101679 23.678103
9 4 75.732142 23.534183 30.546609
10 0 75.601837 31.240021 27.415148
10 1 75.219256 52.967692 22.242706
10 2 75.747727 53.516859 22.677221
10 3 94.023266 53.176061 24.515551
10 4 75.732142 20.16285 31.467137
11 0 75.601837 34.762587 27.121912
11 1 75.219256 48.2608 25.792056
11 2 75.747727 57.487214 14.256548
11 3 94.023266 46.99523 20.323664
11 4 75.732142 21.937373 30.671857
12 0 75.601837 45.333624 26.41929
12 1 75.747727 44.35468 28.344219
12 2 75.747727 55.641745 17.470296
12 3 94.023266 32.596285 29.57508
12 4 75.732142 33.692984 30.070942
13 0 75.601837 43.97798 23.746876
13 1 75.747727 46.290269 26.265756
13 2 75.747727 58.167796 17.138458
13 3 94.023266 44.38763 27.279501
13 4 75.732142 30.756432 29.758781
14 0 75.601837 25.814379 29.780142
14 1 75.747727 47.385503 25.368322
14 2 75.747727 54.502725 18.915268
14 3 94.023266 50.035077 25.628467
14 4 75.732142 34.349293 31.060766
15 0 75.601837 42.404165 26.865551
15 1 75.747727 46.342482 27.838631
15 2 75.747727 39.12157 32.319922
15 3 94.023266 49.989866 17.863753
15 4 75.732142 31.173533 31.083597
16 0 75.601837 40.095258 25.379363
16 1 75.747727 47.066389 24.942937
16 2 75.747727 39.183605 27.761344
16 3 57.752976 45.892756 21.516602
16 4 75.732142 31.877173 31.52603
17 0 75.601837 43.757962 24.9061
17 1 75.747727 37.266107 30.58949
17 2 75.747727 36.942523 25.181987
17 3 57.752976 47.970013 18.027916
17 4 75.732142 27.593788 29.943963
18 0 75.601837 33.206099 28.687664
18 1 75.747727 43.701781 27.37223
18 2 75.747727 47.668707 24.230833
18 3 66.752976 49.020697 17.375383
18 4 75.732142 34.113198 30.838185
19 0 75.601837 43.04143 23.265051
19 1 75.747727 38.159705 27.637551
19 2 75.747727 35.47399 29.317893
19 3 66.752976 44.7102 19.102759
19 4 75.732142 33.50815 30.246997
