
1 39.835214 13.108829 17.652694
2 39.835214 7.219784 13.91078
3 39.858336 8.460448 16.798222
4 85.811736 8.585857 18.204896
5 85.811736 16.075747 21.993218
6 87.416064 24.387645 28.120132
7 87.416064 26.422533 31.978591
8 87.416064 40.467754 24.316197
9 87.664435 44.451987 26.222226
10 87.664435 52.719135 25.951778
11 87.664435 47.042339 29.585979
12 87.664435 54.564565 25.666337
13 87.664435 49.083101 31.489704
14 87.664435 47.532216 31.649273
15 87.664435 45.395608 33.956671
16 87.664435 49.111224 22.375134
17 87.664435 64.622373 20.79467
18 87.664435 33.745303 39.969674
19 87.664435 50.515773 34.708118
