gen island best mean std
0 0 56.773463 -0.396677 12.050113
0 1 47.761675 2.733937 14.703295
0 2 56.773463 -0.129535 12.922874
0 3 56.773463 1.688476 13.613776
0 4 56.773463 1.398387 15.191346
1 0 74.738508 6.064608 18.812875
1 1 74.777424 10.226834 21.453593
1 2 56.773463 8.18593 22.495857
1 3 74.746171 10.661843 22.95086
1 4 74.855814 16.090393 24.095619
2 0 74.738508 17.367193 24.545008
2 1 65.74425 18.868618 24.446174
2 2 74.7814 12.480266 24.789993
2 3 87.19141 30.372184 30.979113
2 4 74.855814 19.459265 26.821314
3 0 74.783394 23.609242 24.567961
3 1 66.028738 30.273803 25.819924
3 2 74.873131 20.070875 28.147278
3 3 86.011736 34.841494 22.21623
3 4 74.860115 25.462318 33.232457
4 0 74.783394 34.165505 24.311374
4 1 66.028738 26.965738 21.598031
4 2 74.873131 27.191999 28.544744
4 3 86.213791 48.580517 19.768338
4 4 74.860115 36.919219 27.280756
5 0 85.838793 44.883179 26.476117
5 1 74.860115 36.214443 24.457878
5 2 74.873131 38.420426 27.115949
5 3 87.19141 50.604137 18.871478
5 4 74.860115 50.835945 20.945805
6 0 85.838793 49.33237 22.737397
6 1 85.7894 44.083552 24.132685
6 2 74.873131 43.110878 26.186527
6 3 87.19141 44.995693 19.902558
6 4 74.860115 59.279482 16.981673
7 0 87.011736 42.791751 28.074122
7 1 85.7894 52.450269 20.525473
7 2 74.886318 43.790657 25.920166
7 3 87.19141 39.666817 28.468008
7 4 74.860115 52.577396 20.444078
8 0 87.011736 40.036256 25.517575
8 1 85.7894 55.566198 14.16068
8 2 74.886318 42.894144 26.917699
8 3 87.19141 43.106441 23.231742
8 4 86.811736 32.640125 33.602277
9 0 87.193424 49.366126 27.319934
9 1 85.7894 57.663283 15.446996
9 2 85.365367 51.0067 23.425783
9 3 87.19141 46.780847 22.334608
9 4 74.895207 39.536639 30.263146
10 0 87.193424 46.519182 28.517929
10 1 85.7894 56.984491 15.006149
10 2 85.365367 47.963464 25.464196
10 3 87.19141 49.565195 21.039285
10 4 74.895207 42.686322 29.027484
11 0 87.193424 49.223724 24.479744
11 1 85.7894 33.983148 33.600759
11 2 87.011736 48.297671 24.828433
11 3 87.19141 43.633466 30.752827
11 4 74.895207 50.820498 24.567848
12 0 87.193424 48.352234 22.623793
12 1 85.7894 37.399449 28.902722
12 2 87.19141 45.881704 29.133945
12 3 87.19141 40.673666 22.664184
12 4 74.895207 51.946633 25.351348
13 0 87.193424 51.621897 25.785575
13 1 85.7894 48.170005 24.892137
13 2 87.19141 48.733916 26.50593
13 3 87.19141 50.511221 18.858338
13 4 74.895207 42.512823 28.761345
14 0 87.193424 35.413713 28.235307
14 1 85.7894 55.495029 17.274917
14 2 87.19141 48.391598 26.750889
14 3 87.19141 57.144375 14.410342
14 4 74.895207 47.841321 25.662108
15 0 87.193424 50.393459 23.315737
15 1 87.815851 46.401648 27.216667
15 2 87.19141 43.148403 32.299993
15 3 87.19141 36.026395 30.642327
15 4 74.895207 44.791854 24.693955
16 0 87.013791 58.299262 20.91601
16 1 88.423649 49.796877 25.058408
16 2 87.19141 53.528912 26.170334
16 3 87.19141 37.049225 21.168595
16 4 87.193424 47.963123 22.987425
17 0 87.013791 51.984529 25.784805
17 1 88.423649 59.960814 23.438066
17 2 87.19141 43.828636 34.644339
17 3 87.19141 48.941273 17.622359
17 4 87.193424 45.55981 27.801599
18 0 87.013791 41.252468 31.897432
18 1 88.423649 46.651052 24.631294
18 2 87.19141 49.403286 31.822834
18 3 87.19141 48.636906 16.056788
18 4 87.193424 47.300026 25.79476
19 0 87.193424 49.010719 26.013828
19 1 88.423649 55.429141 21.342864
19 2 87.19141 58.086569 29.509362
19 3 87.19141 47.76534 25.030387
19 4 87.193424 39.893796 31.283266
