
1 91.772379 29.08472 35.399891
2 92.13704 48.921729 40.954312
3 92.13704 68.896286 33.278033
4 92.28188 67.96334 29.06829
5 92.572379 63.311848 33.727134
6 92.572379 72.292372 28.22349
7 92.572379 66.130456 30.62753
8 92.572379 74.378951 28.767097
9 92.572379 74.757668 29.672195
10 92.572379 61.485494 40.621353
11 92.572379 76.115873 30.917763
12 92.572379 81.131352 25.684451
13 92.770654 73.513738 32.725377
14 92.770654 72.685995 30.603497
15 92.770654 74.601289 30.214797
16 92.770654 81.974092 24.588045
17 92.770654 73.977663 30.839925
18 92.770654 71.058863 35.412842
19 92.770654 77.020705 29.353027
