gen island best mean std
0 0 57.21004 -2.089446 10.357088
0 1 21.752976 -3.378356 5.52104
0 2 21.752976 -3.237961 5.98555
0 3 39.299556 -2.280443 9.776561
0 4 66.323246 0.836782 15.689711
1 0 57.21004 2.4506 16.788
1 1 39.790514 4.117079 12.090294
1 2 57.16227 3.080148 13.643152
1 3 30.752976 2.564421 12.788886
1 4 66.323246 2.005364 16.505786
2 0 75.059829 16.763422 28.326301
2 1 57.191858 6.638553 13.951393
2 2 57.225448 17.657741 25.352541
2 3 30.752976 3.041586 13.257221
2 4 66.323246 12.301899 23.838701
3 0 75.059829 33.490407 31.435564
3 1 57.263428 13.579959 17.630418
3 2 59.092245 30.597084 27.51874
3 3 57.16227 11.837415 17.012133
3 4 66.323246 18.571641 26.469768
4 0 75.091917 41.271776 27.845583
4 1 66.100103 15.622893 19.315999
4 2 66.225448 45.545957 24.59861
4 3 66.323246 19.870743 22.70805
4 4 75.059829 25.926328 28.332299
5 0 75.091917 50.718178 23.708161
5 1 66.253797 22.316461 18.966882
5 2 66.225448 48.069886 23.01168
5 3 66.601837 24.538399 26.888637
5 4 75.059829 23.410802 30.772076
6 0 75.091917 49.737413 24.29954
6 1 66.263428 28.374026 20.302717
6 2 66.323246 55.007463 16.795137
6 3 66.323246 31.990346 28.068397
6 4 75.091917 23.156781 30.218708
7 0 75.091917 49.482832 27.848195
7 1 66.263428 28.835726 18.069681
7 2 66.732142 54.354411 17.684282
7 3 66.323246 33.969282 28.701633
7 4 75.091917 38.91049 30.103184
8 0 75.091917 55.587319 20.159355
8 1 66.732142 33.518889 19.889322
8 2 66.323246 51.890822 20.98907
8 3 75.091917 43.516267 25.1648
8 4 75.091917 47.651912 26.171785
9 0 75.091917 41.341737 29.017565
9 1 66.752976 34.24783 23.544307
9 2 66.330119 42.921294 26.45006
9 3 75.091917 36.229514 31.081576
9 4 75.091917 51.450668 22.738915
10 0 75.091917 59.818797 16.782693
10 1 66.752976 23.461274 20.18257
10 2 88.658336 40.599933 26.863772
10 3 75.091917 36.278223 30.978709
10 4 75.091917 53.717401 21.208971
11 0 75.091917 59.830149 20.359178
11 1 66.752976 31.815765 21.930752
11 2 88.658336 54.228558 22.332224
11 3 75.091917 39.148956 28.348578
11 4 75.091917 26.951535 34.221177
12 0 75.091917 57.363439 21.99763
12 1 88.658336 33.202956 23.401999
12 2 88.658336 46.256283 25.203378
12 3 75.091917 29.270961 31.406389
12 4 75.091917 41.720949 31.464988
13 0 75.091917 53.77852 22.132651
13 1 94.023266 35.108741 26.588139
13 2 88.658336 42.457439 27.484129
13 3 75.091917 25.831249 33.936148
13 4 75.091917 35.015004 29.29923
14 0 75.091917 56.266571 20.444957
14 1 88.658336 38.872523 22.128864
14 2 94.023266 53.831292 18.721381
14 3 75.091917 25.608347 32.793361
14 4 75.091917 40.582115 29.288142
15 0 75.091917 59.823216 15.960449
15 1 88.658336 45.903137 23.004362
15 2 94.023266 50.72987 21.509971
15 3 75.091917 32.720472 33.951596
15 4 75.091917 40.344227 28.949841
16 0 88.658336 53.082236 25.176214
16 1 94.023266 50.240791 22.34523
16 2 75.752976 39.037845 24.786665
16 3 75.091917 38.919869 30.279771
16 4 75.091917 49.963331 24.855398
17 0 88.658336 49.341408 24.792698
17 1 94.023266 46.481123 24.199032
17 2 75.752976 41.977396 26.348637
17 3 85.416175 35.17768 34.712856
17 4 75.091917 44.528749 28.371942
18 0 88.658336 45.996949 28.271932
18 1 94.023266 36.316791 27.487094
18 2 75.716796 43.537551 23.850959
18 3 85.416175 43.273171 32.013894
18 4 75.091917 44.954365 27.548873
19 0 88.658336 39.241244 29.5566
19 1 94.023266 42.571537 27.574253
19 2 75.752976 28.323735 29.470348
19 3 75.091917 44.587261 32.003575
19 4 75.091917 44.143212 30.171444
