gen island best mean std
0 0 91.772379 14.776332 30.901585
0 1 91.772379 17.038469 37.738126
0 2 89.609567 14.14614 34.164919
0 3 89.724826 3.348649 20.205505
0 4 91.772379 8.453466 26.548956
1 0 91.93704 45.824529 40.127256
1 1 92.53704 40.968089 43.35793
1 2 93.04704 35.126416 43.349551
1 3 90.137405 25.316574 38.944951
1 4 91.772379 31.566449 39.860926
2 0 91.93704 59.364049 40.62374
2 1 92.53704 55.923499 39.98122
2 2 91.772379 38.596763 44.595304
2 3 92.524826 51.138988 43.584958
2 4 91.772379 57.593016 39.244443
3 0 91.93704 67.229446 29.079709
3 1 92.53704 64.729038 33.048906
3 2 91.772379 36.535807 40.52779
3 3 92.524826 54.893088 42.373394
3 4 92.33704 54.874746 39.061837
4 0 92.53704 65.531644 30.473645
4 1 91.772379 65.459272 34.747857
4 2 91.772379 55.31389 41.339141
4 3 92.776119 71.69936 36.255734
4 4 92.53704 64.614165 39.435201
5 0 92.53704 69.096181 33.47171
5 1 91.93704 77.821693 30.003379
5 2 91.772379 49.725239 41.004847
5 3 92.776119 74.749027 32.417367
5 4 92.53704 65.387074 34.943976
6 0 92.53704 68.88266 34.280998
6 1 92.53704 80.211097 27.686223
6 2 91.772379 45.294558 43.179105
6 3 92.776119 83.723736 19.523175
6 4 92.53704 71.28274 29.979369
7 0 92.53704 72.47963 32.666386
7 1 92.53704 87.434012 14.488533
7 2 91.772379 60.802109 38.727665
7 3 92.776119 85.79822 15.034569
7 4 92.53704 69.832106 26.731508
8 0 92.53704 76.568828 29.899487
8 1 91.93704 83.711161 23.322857
8 2 92.776119 58.64141 40.04281
8 3 92.776119 84.973187 18.439737
8 4 92.53704 79.570874 23.754651
9 0 92.53704 71.102517 31.474774
9 1 91.93704 87.179428 13.492848
9 2 92.776119 62.015574 39.022321
9 3 92.776119 65.311447 41.838581
9 4 92.53704 56.046696 41.763048
10 0 92.53704 73.683187 29.464132
10 1 91.93704 63.211467 38.406285
10 2 92.776119 56.573572 43.427352
10 3 92.776119 74.84014 31.58981
10 4 92.568788 70.596587 31.347997
11 0 92.53704 78.489817 25.177526
11 1 92.73194 78.383121 26.268556
11 2 92.776119 58.266302 42.594233
11 3 92.776119 81.919653 22.423335
11 4 92.568788 71.37288 29.457461
12 0 92.73194 81.395395 22.410588
12 1 92.776119 73.677658 32.138201
12 2 92.776119 60.952874 42.884456
12 3 92.776119 80.234809 27.911658
12 4 92.568788 73.119201 36.465539
13 0 92.73194 75.937946 26.571938
13 1 92.776119 71.729087 33.840758
13 2 92.776119 81.75013 25.949513
13 3 92.776119 69.520248 35.364522
13 4 92.568788 75.664655 28.703788
14 0 92.73194 69.962194 30.438758
14 1 92.776119 77.538149 26.77434
14 2 92.776119 59.184994 41.501368
14 3 92.776119 68.663772 36.936041
14 4 92.568788 74.862142 27.972027
15 0 92.73194 72.002096 30.478513
15 1 92.776119 76.084296 29.789973
15 2 92.776119 66.375204 39.424396
15 3 92.776119 79.033016 28.508664
15 4 92.568788 71.007334 33.801103
16 0 92.776119 78.799195 27.993899
16 1 92.776119 76.086623 31.862894
16 2 92.776119 80.837573 25.809053
16 3 92.776119 86.527277 18.451849
16 4 92.73194 64.762808 37.386586
17 0 92.776119 82.818589 20.917473
17 1 92.776119 58.662902 41.519751
17 2 92.776119 90.95474 2.030358
17 3 92.776119 65.477362 40.528445
17 4 92.73194 74.357988 32.651797
18 0 92.718596 77.851735 30.141533
18 1 92.776119 81.097112 27.326887
18 2 92.776119 68.743746 35.766763
18 3 92.776119 76.786389 33.519769
18 4 92.73194 75.809512 32.142858
19 0 92.776119 80.231333 23.528631
19 1 92.776119 86.120139 21.216052
19 2 92.776119 88.824996 15.269637
19 3 92.776119 82.18843 23.102422
19 4 92.73194 73.129792 31.170481
