gen island best mean std
0 0 21.752976 -3.237183 5.243053
0 1 30.213103 -1.437348 9.477703
0 2 21.752976 -3.587552 6.128171
0 3 57.601837 -0.900867 14.182415
0 4 57.732142 -0.187948 14.258271
1 0 66.256997 7.807599 19.860918
1 1 57.16227 11.702656 22.746564
1 2 30.326677 3.668307 11.576922
1 3 57.601837 6.289872 21.743685
1 4 75.732142 6.74064 20.928243
2 0 66.256997 24.892391 27.660487
2 1 94.023266 26.829697 26.885932
2 2 57.296218 14.230741 15.520454
2 3 57.601837 15.241712 24.944078
2 4 75.752976 17.015565 26.345025
3 0 66.256997 35.272912 26.793511
3 1 94.023266 32.811875 26.546348
3 2 66.159358 22.730697 17.03351
3 3 57.601837 30.082366 25.618592
3 4 66.727 21.150433 26.489123
4 0 94.023266 46.391217 26.641587
4 1 66.752976 47.355125 20.716582
4 2 57.732142 28.159943 19.773305
4 3 66.727 39.248558 24.457007
4 4 75.067755 23.516796 26.96119
5 0 94.023266 51.990601 23.319978
5 1 66.752976 48.085641 21.127
5 2 57.732142 33.805896 18.812927
5 3 66.752976 46.849158 23.469254
5 4 75.067755 39.912031 24.667374
6 0 94.023266 52.400847 27.457159
6 1 66.752976 45.860362 23.315919
6 2 57.732142 33.915153 23.391173
6 3 66.752976 46.9261 21.957399
6 4 75.067755 41.690175 25.228566
7 0 94.023266 53.043695 20.993024
7 1 66.752976 39.292152 24.794054
7 2 57.732142 41.313666 20.359813
7 3 94.023266 52.638833 18.794287
7 4 75.067755 43.258369 25.082925
8 0 94.023266 53.259408 19.408136
8 1 66.752976 34.181149 26.114123
8 2 94.023266 46.503734 27.066605
8 3 75.231679 52.417067 16.492025
8 4 94.023266 47.146637 24.132409
9 0 94.023266 40.768073 28.510375
9 1 66.752976 41.686439 25.390505
9 2 94.023266 49.585427 26.613549
9 3 75.711733 56.270803 12.725562
9 4 94.023266 46.473737 23.422001
10 0 94.023266 41.565477 23.208499
10 1 66.752976 45.785501 22.585867
10 2 94.023266 48.82217 25.802802
10 3 94.023266 56.044224 16.27557
10 4 94.023266 52.223841 23.882172
11 0 94.023266 54.775975 19.812524
11 1 66.752976 29.576293 26.445414
11 2 94.023266 48.845267 21.617248
11 3 77.492245 57.347194 11.298664
11 4 94.023266 47.752973 26.615962
12 0 94.023266 53.462911 19.950767
12 1 94.023266 45.262397 22.391117
12 2 77.492245 46.034052 16.471195
12 3 94.023266 48.838584 26.54463
12 4 94.023266 46.588672 26.142688
13 0 94.023266 31.382316 33.405705
13 1 94.023266 49.975995 23.42668
13 2 94.023266 53.677172 21.114896
13 3 94.023266 52.273249 19.755514
13 4 94.023266 35.232847 30.364066
14 0 94.023266 31.078554 29.979279
14 1 94.023266 48.614801 23.183764
14 2 94.023266 55.474299 16.885194
14 3 94.023266 51.71864 20.926072
14 4 94.023266 45.116948 29.448048
15 0 94.023266 42.435761 28.901393
15 1 94.023266 58.022845 18.946574
15 2 94.023266 60.621577 19.340401
15 3 94.023266 45.110363 27.089228
15 4 94.023266 54.163141 18.695668
16 0 94.023266 44.882829 26.70176
16 1 94.023266 48.395606 22.729299
16 2 94.023266 56.717474 20.892933
16 3 94.023266 36.810198 29.219072
16 4 94.023266 49.453306 23.129506
17 0 94.023266 51.0024 23.656519
17 1 94.023266 53.255636 21.271514
17 2 94.023266 45.453372 27.055813
17 3 94.023266 49.255069 25.903654
17 4 94.023266 47.283313 29.327024
18 0 94.023266 48.471826 26.666256
18 1 94.023266 56.76396 19.59632
18 2 94.023266 55.271141 19.072251
18 3 94.023266 56.879846 22.349565
18 4 94.023266 43.938017 27.036746
19 0 94.023266 51.670736 24.74691
19 1 94.023266 52.075338 27.226338
19 2 94.023266 59.837381 18.975173
19 3 94.023266 56.593292 24.533699
19 4 94.023266 46.461298 25.096165
