
1 91.772379 31.245858 42.624498
2 92.13704 60.795268 43.629473
3 92.53704 64.237387 39.429414
4 92.770654 77.331037 30.526263
5 92.770654 62.896168 40.397767
6 92.770654 76.851391 32.406844
7 92.770654 83.76221 24.160491
8 92.770654 69.370921 37.485667
9 92.770654 45.692819 44.373991
10 92.770654 56.237497 43.986628
11 92.770654 83.381038 25.144869
12 92.770654 85.077165 22.191758
13 92.770654 46.212182 44.192773
14 92.770654 52.109078 41.894181
15 92.770654 63.474624 38.427229
16 92.770654 51.539544 40.405953
17 92.770654 52.789861 45.068438
18 92.770654 37.981571 41.078643
19 92.770654 44.011269 41.10172
