gen island best mean std
0 0 3.82385 -4.292771 2.946879
0 1 21.752976 -2.756524 6.479056
0 2 57.732142 1.518972 17.574269
0 3 12.801503 -3.371197 4.268172
0 4 30.73731 -2.465087 7.922692
1 0 57.231679 0.714753 14.163961
1 1 57.188859 5.612385 16.133915
1 2 57.732142 8.319345 23.68324
1 3 48.747727 0.240128 10.172724
1 4 57.273152 3.098909 16.167149
2 0 57.2699 9.589386 24.363261
2 1 57.188859 17.270596 20.088771
2 2 57.732142 10.793848 23.862686
2 3 94.023266 14.877969 23.299061
2 4 75.701683 6.900518 23.263862
3 0 57.319827 14.348457 24.116572
3 1 66.16227 21.324887 19.435622
3 2 57.732142 11.92845 21.651422
3 3 66.747727 18.406055 23.427193
3 4 66.256997 4.514196 17.875831
4 0 66.592828 33.415055 26.110274
4 1 66.16227 33.185929 22.428435
4 2 57.732142 20.431591 26.903069
4 3 75.747727 34.68377 28.049699
4 4 66.256997 10.601074 22.842557
5 0 75.2699 39.819454 28.166853
5 1 75.225448 42.008995 26.093149
5 2 57.732142 37.11788 25.575945
5 3 75.747727 38.065649 25.795669
5 4 66.256997 10.48444 21.246592
6 0 75.2699 42.631659 27.810528
6 1 75.225448 50.074751 18.597601
6 2 57.732142 27.46468 26.313835
6 3 94.023266 39.885616 27.844421
6 4 66.2699 10.93015 24.065663
7 0 75.701683 55.551141 18.990105
7 1 75.225448 44.920331 21.332828
7 2 57.732142 34.872211 27.601119
7 3 94.023266 42.589181 28.872838
7 4 66.706695 15.518697 24.433923
8 0 75.701683 50.077741 24.668617
8 1 75.225448 50.820221 16.69285
8 2 66.299556 49.576218 20.009983
8 3 94.023266 42.236663 28.56724
8 4 75.2699 16.723989 23.997043
9 0 75.701683 59.856294 18.132436
9 1 75.225448 47.816726 19.805059
9 2 66.299556 46.394341 22.956349
9 3 94.023266 53.255046 23.493911
9 4 66.711733 13.578954 21.610844
10 0 75.701683 62.548417 12.607239
10 1 75.225448 45.594496 26.337048
10 2 66.299556 48.661687 20.594538
10 3 94.023266 45.601565 19.910817
10 4 66.711733 14.010882 23.139869
11 0 75.701683 58.256591 21.160978
11 1 75.225448 51.435136 18.625163
11 2 66.299556 49.790708 19.684081
11 3 94.023266 44.714841 29.147421
11 4 75.706695 21.457965 26.467582
12 0 75.701683 42.565883 31.076704
12 1 75.225448 48.539314 19.351891
12 2 66.299556 51.354976 16.81658
12 3 94.023266 51.708427 22.812679
12 4 75.706695 20.499967 25.885064
13 0 75.701683 44.830754 29.587258
13 1 94.023266 45.047032 22.232039
13 2 66.299556 34.648144 30.098869
13 3 94.023266 54.822723 15.463411
13 4 75.706695 26.802069 27.80648
14 0 75.701683 53.836189 26.547033
14 1 94.023266 43.551508 21.828969
14 2 66.299556 42.334237 24.501196
14 3 94.023266 56.448164 16.378317
14 4 75.706695 29.077297 27.571351
15 0 75.701683 51.321028 29.48767
15 1 94.023266 56.1079 21.440104
15 2 66.299556 45.948602 23.523063
15 3 94.023266 41.347219 26.14572
15 4 75.706695 28.610615 28.656924
16 0 75.701683 30.520828 33.530649
16 1 94.023266 50.486423 25.055246
16 2 75.213103 37.403353 26.750626
16 3 94.023266 52.758397 20.881024
16 4 75.706695 20.315678 29.404446
17 0 75.701683 36.192981 32.024191
17 1 94.023266 49.964057 20.242008
17 2 75.21004 36.024625 32.179554
17 3 94.023266 54.885383 19.862812
17 4 75.716796 13.420044 26.459143
18 0 75.701683 44.876506 28.220706
18 1 94.023266 44.810196 29.709679
18 2 75.21004 37.999724 28.978899
18 3 94.023266 50.896907 19.313889
18 4 75.716796 14.460222 26.417238
19 0 75.701683 49.166419 27.613945
19 1 94.023266 44.766191 27.803108
19 2 75.21004 39.304051 27.629513
19 3 94.023266 51.043843 26.411798
19 4 75.716796 23.710038 29.220875
