Generation Island NDifferentFitnesses
1 0 15
1 1 17
1 2 19
1 3 21
1 4 20
2 0 19
2 1 19
2 2 16
2 3 21
2 4 19
3 0 20
3 1 15
3 2 20
3 3 21
3 4 23
4 0 28
4 1 15
4 2 18
4 3 20
4 4 25
5 0 25
5 1 21
5 2 18
5 3 14
5 4 20
6 0 29
6 1 17
6 2 21
6 3 16
6 4 26
7 0 29
7 1 15
7 2 16
7 3 17
7 4 27
8 0 31
8 1 17
8 2 7
8 3 24
8 4 24
9 0 23
9 1 14
9 2 11
9 3 24
9 4 31
10 0 27
10 1 14
10 2 10
10 3 22
10 4 24
11 0 26
11 1 11
11 2 11
11 3 20
11 4 24
12 0 31
12 1 17
12 2 9
12 3 23
12 4 25
13 0 29
13 1 13
13 2 13
13 3 20
13 4 22
14 0 25
14 1 15
14 2 14
14 3 19
14 4 24
15 0 24
15 1 14
15 2 14
15 3 22
15 4 31
16 0 25
16 1 19
16 2 19
16 3 22
16 4 25
17 0 27
17 1 13
17 2 13
17 3 23
17 4 22
18 0 27
18 1 19
18 2 21
18 3 19
18 4 26
19 0 24
19 1 21
19 2 22
19 3 20
19 4 23
