gen island best mean std
0 0 56.759724 -0.769283 11.53972
0 1 21.401578 -1.453968 8.411301
0 2 21.174 -2.09768 6.901024
0 3 65.884108 1.95296 16.622652
0 4 39.256997 -0.900314 9.944709
1 0 56.759724 6.470035 14.927252
1 1 39.174 5.491794 14.111974
1 2 65.773463 7.750999 19.282387
1 3 65.884108 9.165564 23.523557
1 4 74.864435 7.095571 19.737852
2 0 56.771489 16.316704 22.099298
2 1 39.354553 10.215639 15.580253
2 2 65.773463 10.839777 22.108254
2 3 65.884108 15.801689 20.885705
2 4 74.864435 16.381767 28.771409
3 0 56.860115 25.611982 21.498754
3 1 65.783394 16.444395 16.604715
3 2 65.773463 20.174619 25.088679
3 3 84.413791 26.975452 25.273716
3 4 84.393424 16.391374 28.111882
4 0 87.193424 37.712688 20.925205
4 1 65.773463 20.862954 19.256123
4 2 84.413791 20.790902 27.71314
4 3 86.59141 36.203296 26.037155
4 4 74.864435 23.264934 27.30192
5 0 65.77941 42.495902 17.392153
5 1 65.773463 23.658899 19.369599
5 2 74.855814 27.542823 30.426472
5 3 86.59141 37.781397 25.423389
5 4 74.864435 26.185217 25.754456
6 0 74.755833 45.657287 19.27249
6 1 65.773463 19.905106 18.689551
6 2 85.009685 36.483479 32.144728
6 3 86.59141 45.193669 25.003619
6 4 84.211736 33.581404 30.359049
7 0 74.773463 46.761798 18.001499
7 1 74.769519 27.574345 21.62901
7 2 85.009685 39.100989 29.10431
7 3 89.823649 44.086538 24.674551
7 4 86.015851 41.419032 28.894168
8 0 74.769519 44.05916 22.070827
8 1 85.009685 36.93393 26.544954
8 2 89.823649 45.565474 30.071924
8 3 86.015851 34.549972 24.047677
8 4 84.211736 40.134363 26.661821
9 0 84.611736 35.61724 27.496423
9 1 85.009685 37.050994 27.601801
9 2 89.823649 45.897166 25.376961
9 3 86.015851 49.364133 23.333205
9 4 85.557367 47.179917 23.464501
10 0 84.611736 44.606537 25.847896
10 1 85.009685 50.755435 18.484815
10 2 89.823649 43.630005 26.051195
10 3 86.015851 40.835806 26.613519
10 4 85.557367 41.877638 27.65219
11 0 85.993424 46.863346 26.105147
11 1 85.009685 55.462006 16.660295
11 2 89.823649 47.213268 27.574402
11 3 86.015851 44.608167 24.419747
11 4 85.557367 42.652356 23.522492
12 0 85.009685 57.418155 17.815743
12 1 89.823649 55.904348 19.12287
12 2 89.823649 46.766575 25.916586
12 3 86.015851 41.479109 28.204256
12 4 86.99141 37.510141 32.443608
13 0 85.066602 42.353393 31.305207
13 1 89.823649 49.867643 22.221899
13 2 89.823649 35.165364 30.334394
13 3 86.015851 40.773899 25.75405
13 4 87.011736 37.44128 28.640025
14 0 85.066602 46.170465 26.359835
14 1 89.823649 46.318983 27.669975
14 2 89.823649 45.310921 30.719997
14 3 86.015851 45.9399 25.536271
14 4 87.011736 36.445888 31.682465
15 0 85.066602 52.699904 19.958821
15 1 89.823649 49.187029 24.86482
15 2 89.823649 46.487743 23.134438
15 3 86.015851 39.584804 25.807056
15 4 87.011736 45.728562 26.745832
16 0 89.823649 53.06164 24.576143
16 1 89.823649 49.208812 23.6629
16 2 86.015851 49.015456 24.196822
16 3 87.011736 27.281636 31.282354
16 4 87.011736 45.083239 24.885043
17 0 89.823649 47.425679 26.077277
17 1 89.823649 42.470174 30.830695
17 2 86.015851 30.256775 28.338069
17 3 87.011736 41.740779 25.365732
17 4 87.011736 47.598913 25.10824
18 0 89.823649 53.35924 21.19543
18 1 89.823649 44.067289 29.128768
18 2 86.015851 29.564627 26.427519
18 3 87.011736 38.805346 28.003916
18 4 87.011736 43.511369 23.653843
19 0 89.823649 50.071269 21.979621
19 1 89.823649 47.328321 22.606812
19 2 87.851965 41.220596 27.362867
19 3 87.011736 50.516601 23.233072
19 4 87.011736 50.329743 26.933269
