Generation Island NDifferentFitnesses
1 0 30
1 1 21
1 2 29
1 3 29
1 4 26
2 0 21
2 1 20
2 2 16
2 3 26
2 4 21
3 0 27
3 1 10
3 2 15
3 3 23
3 4 28
4 0 27
4 1 12
4 2 16
4 3 28
4 4 18
5 0 34
5 1 13
5 2 22
5 3 26
5 4 22
6 0 26
6 1 8
6 2 18
6 3 28
6 4 25
7 0 30
7 1 15
7 2 26
7 3 27
7 4 26
8 0 29
8 1 15
8 2 33
8 3 21
8 4 21
9 0 30
9 1 22
9 2 30
9 3 20
9 4 18
10 0 29
10 1 26
10 2 32
10 3 20
10 4 18
11 0 24
11 1 31
11 2 30
11 3 17
11 4 17
12 0 28
12 1 24
12 2 34
12 3 19
12 4 22
13 0 30
13 1 22
13 2 34
13 3 22
13 4 17
14 0 20
14 1 25
14 2 32
14 3 24
14 4 20
15 0 18
15 1 22
15 2 30
15 3 21
15 4 26
16 0 22
16 1 17
16 2 32
16 3 28
16 4 25
17 0 29
17 1 16
17 2 33
17 3 27
17 4 16
18 0 29
18 1 24
18 2 31
18 3 24
18 4 20
19 0 25
19 1 25
19 2 33
19 3 25
19 4 18
