
1 65.773463 12.183526 22.496319
2 65.773463 25.088204 26.603539
3 65.773463 31.920366 30.011162
4 65.773463 30.269662 30.413059
5 65.773463 38.787391 26.688816
6 74.773463 31.659609 29.292801
7 74.773463 45.545034 24.996505
8 65.773463 45.748463 22.811716
9 65.773463 46.887848 20.879998
10 74.773463 53.848266 15.89621
11 74.773463 37.134601 31.375171
12 74.773463 45.774064 25.367093
13 74.773463 36.791674 28.527002
14 74.773463 45.095073 22.920705
15 65.775442 34.569213 27.875782
16 65.775442 45.324265 22.733676
17 65.775442 45.784237 23.450437
18 74.773463 52.962669 17.498821
19 84.811736 37.786533 28.766717
