gen island best mean std
0 0 56.773463 -1.650162 11.999873
0 1 21.801503 -3.277007 6.75333
0 2 47.773463 1.916184 14.121756
0 3 56.773463 0.482604 14.924907
0 4 56.773463 3.260712 15.931862
1 0 84.586285 4.153245 21.169818
1 1 39.846708 1.950994 12.877856
1 2 56.884108 7.210295 21.052784
1 3 74.767552 6.878304 20.741922
1 4 65.753893 13.735863 22.887293
2 0 84.586285 20.988738 32.592963
2 1 39.846708 13.499897 13.243263
2 2 85.838793 25.387468 27.516469
2 3 74.767552 16.94779 25.749062
2 4 87.011736 23.678911 30.632663
3 0 84.586285 21.278033 31.70632
3 1 56.884108 18.753647 16.39062
3 2 87.19141 40.33553 32.990417
3 3 74.884108 28.56742 23.35548
3 4 87.011736 30.585056 26.822716
4 0 84.586285 25.850161 28.843753
4 1 87.19141 26.864568 25.822648
4 2 87.19141 45.327343 25.786374
4 3 84.811736 42.63312 24.197175
4 4 87.011736 41.239693 32.006649
5 0 84.993424 29.627144 27.855584
5 1 87.19141 34.803021 30.712387
5 2 87.19141 54.762398 25.897209
5 3 84.811736 50.550952 24.305054
5 4 87.19141 44.073845 29.833996
6 0 87.009685 39.740693 23.7189
6 1 87.193424 38.867566 34.575098
6 2 87.19141 51.379661 28.225001
6 3 85.167552 53.64625 20.522976
6 4 87.19141 52.184433 27.989256
7 0 87.009685 35.357202 27.351355
7 1 87.211736 48.303201 34.638497
7 2 87.19141 53.458627 29.120464
7 3 85.167552 50.368782 24.173529
7 4 87.19141 52.042094 31.276498
8 0 87.009685 43.196833 23.663244
8 1 87.211736 54.88754 27.947873
8 2 87.19141 50.36958 32.862468
8 3 85.167552 47.540688 19.918432
8 4 87.211736 66.473859 21.54625
9 0 87.009685 37.367475 30.375424
9 1 87.211736 62.175227 26.960775
9 2 87.211736 60.505957 26.951335
9 3 85.167552 53.641903 20.654023
9 4 87.211736 73.520293 17.105738
10 0 87.009685 45.644683 30.768471
10 1 87.211736 58.005839 29.528475
10 2 87.211736 65.302028 26.902882
10 3 85.167552 57.01399 18.675082
10 4 87.211736 77.500241 19.565219
11 0 87.009685 33.260708 36.346412
11 1 87.211736 59.27521 27.074328
11 2 87.211736 68.095151 25.457059
11 3 85.167552 38.942237 27.584033
11 4 87.211736 75.840699 20.324156
12 0 87.009685 38.428069 29.254516
12 1 87.211736 53.27286 35.424019
12 2 87.211736 69.389168 22.898054
12 3 87.19141 48.948405 26.029508
12 4 87.211736 68.751008 27.278338
13 0 87.011736 45.40848 30.884671
13 1 87.211736 51.260013 31.164789
13 2 87.211736 66.476681 25.42135
13 3 87.19141 45.877333 29.223706
13 4 87.211736 54.486267 33.42589
14 0 87.024133 53.68958 30.377791
14 1 87.211736 47.601543 31.509348
14 2 87.211736 54.099801 36.929921
14 3 87.19141 48.472466 24.224329
14 4 87.211736 58.796693 33.457499
15 0 87.193424 53.507249 31.939463
15 1 87.211736 51.570878 33.956145
15 2 87.211736 56.80942 29.87051
15 3 87.19141 48.195721 26.510912
15 4 87.211736 58.540497 30.693455
16 0 87.211736 45.875762 30.430392
16 1 87.211736 46.668811 37.116092
16 2 87.211736 56.661711 29.672962
16 3 87.211736 49.103528 30.293987
16 4 87.211736 68.95892 24.197512
17 0 87.211736 49.613955 28.97176
17 1 87.211736 57.592311 27.104039
17 2 87.211736 59.127142 26.179721
17 3 87.211736 55.029324 29.12646
17 4 87.211736 66.431114 29.683765
18 0 87.211736 62.453286 20.40638
18 1 87.211736 63.410826 20.878461
18 2 87.211736 35.563005 36.283551
18 3 87.393424 70.238909 27.103083
18 4 87.193424 61.375953 32.742
19 0 87.211736 65.173109 24.110327
19 1 87.211736 63.055012 23.99742
19 2 87.211736 50.546562 33.836036
19 3 87.393424 65.873174 28.587705
19 4 87.193424 76.459178 18.463038
