gen island best mean std
0 0 56.773463 0.502699 15.0656
0 1 74.862273 5.924975 20.425456
0 2 56.773463 3.234334 13.832445
0 3 56.773463 -1.672702 10.987945
0 4 30.882006 -1.602421 9.326077
1 0 56.773463 10.90589 25.584891
1 1 74.862273 15.155859 28.040128
1 2 74.773463 24.190244 24.940262
1 3 65.751957 5.593012 20.29196
1 4 30.882006 6.204882 13.958654
2 0 74.855814 19.510386 29.057671
2 1 74.862273 22.639731 29.887142
2 2 74.773463 35.364645 23.493508
2 3 74.853671 24.388912 26.334141
2 4 57.858336 12.494403 16.89442
3 0 74.855814 40.235871 30.43395
3 1 86.701926 45.564478 26.182313
3 2 74.773463 42.252241 23.582097
3 3 87.011736 40.2871 23.526169
3 4 57.858336 14.579014 19.47119
4 0 87.011736 43.310972 31.460491
4 1 74.87095 52.590495 22.9822
4 2 88.593424 47.278961 24.728595
4 3 86.793424 41.286806 25.574518
4 4 74.855814 24.743555 25.00668
5 0 87.19141 49.609889 29.264907
5 1 74.87095 49.188603 25.286107
5 2 88.593424 51.206392 20.997124
5 3 86.793424 49.751272 22.721236
5 4 74.855814 34.518151 24.506728
6 0 87.011736 44.558818 26.560358
6 1 84.357367 54.412286 17.212916
6 2 88.593424 55.600302 19.045947
6 3 86.793424 49.151387 19.958135
6 4 74.857963 46.934217 25.308353
7 0 87.011736 44.220939 27.125022
7 1 84.357367 54.629716 18.908284
7 2 88.593424 48.166879 22.026112
7 3 87.211736 46.602757 25.27316
7 4 74.857963 51.954644 25.765585
8 0 85.838793 52.854273 24.355198
8 1 88.593424 52.733404 19.618314
8 2 88.593424 49.556781 23.177671
8 3 86.99141 43.420033 23.983078
8 4 87.011736 50.623802 28.107391
9 0 87.011736 54.251945 24.492124
9 1 88.593424 59.06555 16.289293
9 2 88.593424 40.651898 33.189589
9 3 86.793424 44.96603 23.621834
9 4 87.011736 51.927076 30.33029
10 0 87.011736 38.526786 35.293357
10 1 88.593424 51.641007 23.584128
10 2 88.593424 33.919628 26.563835
10 3 86.793424 54.945465 19.505732
10 4 87.011736 55.533202 24.854218
11 0 87.011736 49.584178 30.384939
11 1 88.593424 49.382293 17.895756
11 2 87.193424 44.820682 21.396538
11 3 86.793424 47.10147 25.336721
11 4 87.011736 49.468735 29.483061
12 0 88.593424 53.757416 27.569023
12 1 87.193424 54.141813 17.378227
12 2 87.011736 45.120375 23.667938
12 3 88.593424 43.61724 28.095019
12 4 85.838793 53.90481 25.515852
13 0 88.593424 46.852344 28.314057
13 1 87.193424 41.059314 25.559098
13 2 87.011736 37.985248 30.333135
13 3 88.593424 44.976041 28.704658
13 4 86.193424 42.864232 35.326088
14 0 88.593424 52.838999 24.157613
14 1 87.193424 39.817072 24.611831
14 2 87.011736 43.140517 23.572435
14 3 88.593424 50.076673 26.744279
14 4 86.193424 43.886027 28.703662
15 0 88.593424 54.65194 29.829639
15 1 87.193424 50.628939 23.361982
15 2 87.9894 54.971522 22.862798
15 3 88.593424 51.027675 27.944923
15 4 86.213791 52.412881 28.543149
16 0 88.593424 49.770214 25.266234
16 1 87.9894 52.813664 24.955719
16 2 88.593424 51.681757 22.482422
16 3 88.593424 53.476651 23.997919
16 4 88.593424 58.104681 26.379796
17 0 88.593424 31.34129 30.13559
17 1 87.9894 35.162912 32.909629
17 2 88.593424 36.1334 27.956262
17 3 89.011736 43.244841 32.019771
17 4 88.593424 53.696606 27.649535
18 0 88.593424 35.629362 29.471918
18 1 87.9894 42.303778 21.87557
18 2 88.593424 42.487434 29.378281
18 3 89.011736 48.740463 28.337849
18 4 88.593424 61.815785 22.128835
19 0 88.593424 41.715967 28.26348
19 1 87.9894 49.134638 18.658248
19 2 88.593424 47.098183 24.637069
19 3 89.011736 53.072868 25.219414
19 4 88.593424 61.629381 22.944531
19 0 88.593424 41.715967 28.26348
19 1 87.9894 49.134638 18.658248
19 2 88.593424 47.098183 24.637069
19 3 89.011736 53.072868 25.219414
19 4 88.593424 61.629381 22.944531
