gen island best mean std
0 0 92.50625 7.489349 24.384182
0 1 91.772379 10.390709 29.606023
0 2 86.927 5.156944 25.515309
0 3 91.772379 2.413879 25.467391
0 4 87.727 4.268403 22.360391
1 0 92.50625 45.409667 38.934893
1 1 91.772379 42.782853 42.047987
1 2 91.133573 29.009156 40.508158
1 3 91.772379 20.279118 40.518617
1 4 87.727 20.181102 37.184373
2 0 92.518596 59.15589 36.180676
2 1 91.927 57.683786 40.673622
2 2 91.772379 38.25477 43.510108
2 3 92.04704 45.657775 44.216564
2 4 91.927 46.001332 41.9863
3 0 92.58272 76.368693 26.899318
3 1 92.13704 69.469647 36.5256
3 2 91.772379 43.966477 44.662041
3 3 92.04704 64.929884 34.342984
3 4 92.53704 64.650274 34.022968
4 0 92.58272 73.174138 29.192207
4 1 92.327 79.223976 26.38889
4 2 91.772379 46.7899 45.17609
4 3 92.44704 64.545618 30.606629
4 4 92.53704 70.687958 32.652172
5 0 92.58272 71.909953 29.507479
5 1 93.727 78.880473 30.851889
5 2 91.772379 62.615263 37.789916
5 3 92.44704 68.15928 32.402765
5 4 92.58272 84.783328 15.848044
6 0 92.58272 78.804376 24.627064
6 1 93.727 88.961334 8.087978
6 2 92.333573 77.406961 29.424787
6 3 92.44704 69.004858 30.341159
6 4 92.58272 79.510332 21.094258
7 0 92.58272 75.434873 26.441956
7 1 93.727 89.159486 10.435778
7 2 92.572379 74.716152 30.159492
7 3 92.44704 70.986639 25.704281
7 4 92.58272 83.618168 15.149386
8 0 92.58272 68.153445 31.032516
8 1 93.727 84.328418 17.514327
8 2 92.572379 75.013608 30.187148
8 3 92.690612 65.650686 27.267033
8 4 92.58272 80.461887 20.116664
9 0 93.04704 74.35735 30.78243
9 1 93.727 82.76844 20.782384
9 2 92.572379 81.68491 23.875993
9 3 92.690612 71.009205 30.051004
9 4 92.58272 87.782132 9.781124
10 0 93.04704 78.79083 25.742283
10 1 93.727 67.217412 37.206758
10 2 92.572379 80.694109 21.985539
10 3 92.690612 69.604035 30.796458
10 4 92.58272 71.747139 32.047386
11 0 93.04704 82.274956 21.437872
11 1 93.727 88.122339 15.715548
11 2 92.572379 85.552645 18.161494
11 3 92.690612 72.960179 29.65865
11 4 92.576119 80.715289 23.644408
12 0 93.04704 75.359071 28.648903
12 1 93.727 85.961985 13.53771
12 2 92.572379 71.300399 33.98659
12 3 92.690612 68.306222 32.992212
12 4 93.04704 82.020452 20.097561
13 0 93.04704 79.220854 23.083683
13 1 93.727 87.981334 11.590281
13 2 92.572379 85.724424 20.209931
13 3 92.690612 54.09571 37.328156
13 4 93.04704 79.891456 24.470768
14 0 93.04704 65.192083 37.275117
14 1 93.727 83.311004 19.567091
14 2 92.572379 87.396827 13.856586
14 3 92.690612 60.46172 35.809569
14 4 93.04704 74.675614 28.487431
15 0 93.04704 76.489951 23.665094
15 1 93.727 82.567566 18.419533
15 2 92.572379 75.132839 29.007395
15 3 92.690612 70.585213 33.919422
15 4 93.04704 80.0468 23.088886
16 0 93.04704 76.385688 22.419784
16 1 93.727 82.567335 20.968526
16 2 92.572379 59.419446 42.123903
16 3 92.690612 68.717255 30.00285
16 4 93.04704 74.051486 26.940497
17 0 93.04704 84.073861 16.082263
17 1 94.176119 88.106127 9.761023
17 2 92.572379 72.951754 30.692426
17 3 92.690612 67.432397 32.067983
17 4 93.04704 60.928068 36.79262
18 0 93.04704 69.919174 33.892996
18 1 94.176119 88.471543 15.710041
18 2 92.572379 80.279428 22.463599
18 3 92.690612 78.781647 26.30022
18 4 93.04704 56.394956 36.74613
19 0 93.04704 77.640196 25.244318
19 1 94.176119 87.540011 11.131297
19 2 92.572379 80.652908 23.382019
19 3 92.690612 70.74488 31.471952
19 4 93.04704 60.372224 34.052774
