gen island best mean std
0 0 21.174 -2.714579 6.569194
0 1 56.773463 -2.140622 10.840385
0 2 56.773463 0.953285 12.986514
0 3 47.730904 1.628526 13.122069
0 4 85.811736 -0.521849 16.048454
1 0 29.773463 3.660858 11.95067
1 1 56.773463 8.482658 22.137801
1 2 56.773463 13.150884 23.396956
1 3 65.719604 7.522927 17.554533
1 4 85.811736 14.276358 29.630877
2 0 86.438793 13.008132 16.73848
2 1 56.773463 16.607041 24.53235
2 2 74.851532 24.778962 28.49233
2 3 65.734699 13.277235 22.955607
2 4 86.811736 26.630602 31.062882
3 0 56.884108 16.388861 15.852884
3 1 74.775442 33.378058 26.554877
3 2 65.775442 37.4893 25.669984
3 3 65.719604 20.85809 24.616422
3 4 86.811736 36.400288 24.704904
4 0 87.011736 25.781997 20.661369
4 1 74.775442 41.792106 28.355463
4 2 74.773463 39.096841 25.011986
4 3 65.719604 25.529139 24.417043
4 4 86.811736 41.986887 23.080807
5 0 87.011736 34.009215 28.667566
5 1 74.775442 44.456606 22.308368
5 2 84.542332 46.736906 23.935728
5 3 85.99141 30.704565 24.43299
5 4 86.811736 51.977518 15.352561
6 0 87.011736 32.467298 24.408916
6 1 74.775442 51.425464 16.597936
6 2 84.542332 51.243365 18.616541
6 3 85.99141 35.077424 22.742774
6 4 86.811736 51.995828 18.293836
7 0 87.011736 45.182097 27.260963
7 1 86.411736 56.858376 16.164963
7 2 74.855814 53.898793 15.169516
7 3 85.99141 42.486428 23.577997
7 4 91.791187 49.221836 28.792513
8 0 87.011736 51.482059 30.105906
8 1 87.19141 58.127965 18.767557
8 2 74.855814 54.767614 17.591404
8 3 85.99141 44.901761 24.829246
8 4 91.791187 56.17392 21.550975
9 0 87.011736 41.783049 31.36169
9 1 87.19141 52.919296 22.697491
9 2 74.855814 51.389919 22.662494
9 3 87.19141 47.029926 29.333001
9 4 91.791187 54.15231 21.637741
10 0 87.011736 49.544184 29.753641
10 1 87.19141 60.87171 19.23348
10 2 74.855814 22.904345 32.16937
10 3 87.19141 44.425548 27.548063
10 4 91.791187 57.90345 18.277323
11 0 88.211736 61.588223 29.780054
11 1 87.19141 55.169166 25.494132
11 2 74.868774 25.768179 31.857731
11 3 87.19141 54.530743 25.331571
11 4 91.791187 58.053376 19.086968
12 0 88.211736 54.927648 33.845567
12 1 87.19141 57.611133 26.028236
12 2 74.855814 39.991012 27.010085
12 3 87.19141 51.845707 26.656656
12 4 91.791187 48.300616 26.386944
13 0 88.211736 63.33065 28.118141
13 1 87.19141 50.285638 34.716005
13 2 74.87095 40.186088 27.272692
13 3 87.19141 49.058761 21.207435
13 4 91.791187 48.815151 22.095718
14 0 88.411736 60.768669 27.699913
14 1 87.19141 50.748669 32.768063
14 2 74.87095 41.411944 26.94021
14 3 87.19141 55.409268 23.127288
14 4 91.791187 55.240227 20.120384
15 0 88.411736 54.004193 32.162557
15 1 87.19141 57.248252 27.575458
15 2 74.881903 34.865418 28.694825
15 3 87.19141 62.121002 26.807062
15 4 91.791187 49.123804 21.874346
16 0 88.411736 60.621631 27.345415
16 1 87.19141 59.915078 28.672411
16 2 74.881903 39.321011 26.318986
16 3 87.19141 57.064748 26.809099
16 4 91.791187 43.582848 25.865029
17 0 88.411736 59.310364 30.055242
17 1 87.19141 41.808917 34.350012
17 2 74.881903 49.001454 22.017353
17 3 87.19141 51.867095 31.458967
17 4 91.791187 51.530234 21.541305
18 0 88.411736 57.224184 30.117922
18 1 87.19141 49.746769 29.861546
18 2 74.881903 41.079783 28.182627
18 3 87.19141 50.971844 34.632497
18 4 91.791187 54.224493 25.426172
19 0 88.411736 37.976469 34.037064
19 1 88.011736 62.431715 23.004074
19 2 74.881903 40.8759 30.016883
19 3 87.19141 48.180175 27.807679
19 4 91.791187 49.922055 20.349168
