
1 90.563047 40.658117 41.142992
2 91.396054 52.699551 36.75621
3 92.494055 64.847183 34.216691
4 92.494055 57.192158 39.459339
5 92.58272 72.450879 29.537762
6 92.58272 75.445859 29.964509
7 92.58272 78.70531 20.689792
8 92.58272 85.397398 11.174864
9 92.58272 80.097671 23.929581
10 92.58272 76.091603 29.331955
11 92.58272 72.297204 30.117583
12 92.58272 80.122243 21.796166
13 92.58272 77.808538 25.01638
14 92.58272 73.410604 29.87775
15 92.58272 58.315796 33.424879
16 92.58272 76.045365 25.073442
17 92.58272 84.152277 15.468738
18 92.58272 65.474002 33.299018
19 92.58272 75.432805 27.301653
