gen island best mean std
0 0 92.372379 5.514279 28.671484
0 1 92.379644 9.785354 29.16812
0 2 91.972379 23.241 40.597678
0 3 91.772379 16.682368 36.004831
0 4 91.768788 10.868001 29.234478
1 0 92.372379 17.288893 38.952878
1 1 92.379644 25.324427 37.167004
1 2 91.972379 43.87 44.056613
1 3 91.772379 32.459306 43.41744
1 4 91.772379 20.324447 39.591662
2 0 92.53704 26.102377 40.748082
2 1 92.379644 40.31577 39.636077
2 2 93.127 61.259513 37.951183
2 3 91.772379 46.307491 41.681852
2 4 92.04704 34.296148 41.359453
3 0 92.53704 30.407589 41.786547
3 1 93.33194 60.323888 37.131865
3 2 93.127 75.281598 31.573552
3 3 92.127 54.23481 44.097687
3 4 92.04704 34.155905 38.370357
4 0 93.33194 39.479386 41.374296
4 1 93.127 57.312173 36.064326
4 2 93.327 82.696155 25.603561
4 3 92.527 63.868118 38.371969
4 4 92.53704 35.333791 40.593059
5 0 93.33194 52.728574 40.121195
5 1 93.127 68.383965 35.713059
5 2 93.327 87.922498 15.199093
5 3 92.527 66.356385 34.157178
5 4 92.53704 48.950925 34.233432
6 0 93.33194 45.273156 41.328422
6 1 93.127 72.299083 32.908555
6 2 93.327 86.693548 17.085618
6 3 92.527 83.256603 20.814147
6 4 92.53704 50.793674 35.001557
7 0 93.33194 52.222461 39.351393
7 1 93.127 88.088487 15.5515
7 2 93.327 89.364669 12.461732
7 3 92.527 81.986774 25.302581
7 4 92.53704 65.932005 33.891446
8 0 93.127 66.197367 39.866741
8 1 93.327 77.313091 33.080808
8 2 93.327 88.64718 10.340756
8 3 92.53704 88.895339 12.141503
8 4 93.33194 61.52043 36.464662
9 0 93.127 59.900701 42.84352
9 1 93.327 85.315633 18.807728
9 2 93.327 61.4035 41.081357
9 3 92.927 88.707409 11.144422
9 4 93.33194 64.596071 38.725882
10 0 93.327 67.872708 40.18782
10 1 93.727 87.031473 16.351423
10 2 93.327 73.373244 35.302117
10 3 92.927 89.887109 9.703526
10 4 93.33194 50.310216 47.078239
11 0 93.327 76.422385 31.401816
11 1 93.727 90.09087 2.991494
11 2 93.327 78.213275 30.713004
11 3 92.927 88.791901 14.185475
11 4 93.33194 51.201751 42.578208
12 0 93.727 84.796165 22.339835
12 1 93.727 91.034362 2.067261
12 2 93.327 83.257994 24.751789
12 3 92.927 85.628242 22.066349
12 4 93.327 52.258034 43.665359
13 0 93.727 84.721129 22.623373
13 1 93.727 90.710056 2.413471
13 2 93.327 71.038113 35.163109
13 3 93.058336 89.064889 12.171847
13 4 93.327 56.552521 42.1505
14 0 93.727 87.265546 20.362826
14 1 93.727 83.841954 23.985233
14 2 93.327 79.945778 27.914988
14 3 92.927 82.825851 24.321539
14 4 93.327 69.400344 36.195011
15 0 93.727 87.163152 17.324589
15 1 93.727 72.310414 37.286182
15 2 93.327 83.395813 24.12313
15 3 92.927 89.013636 15.258022
15 4 93.327 73.688485 36.470613
16 0 93.727 85.563332 19.432414
16 1 93.327 77.938944 32.298364
16 2 93.327 84.229393 25.617816
16 3 93.727 87.997053 17.11923
16 4 93.727 85.414107 22.679797
17 0 93.727 67.675674 39.597194
17 1 93.527 74.487182 36.937358
17 2 93.327 76.094626 31.818818
17 3 93.727 87.005611 17.805589
17 4 93.727 81.903667 25.721756
18 0 93.727 76.47866 33.55793
18 1 93.527 73.177973 37.398454
18 2 93.327 83.966456 22.794895
18 3 93.727 87.902267 13.44283
18 4 93.727 83.49832 22.306334
19 0 93.727 87.373248 19.443194
19 1 93.527 64.098662 42.278888
19 2 93.327 89.504009 10.984524
19 3 93.727 89.724259 5.742314
19 4 93.727 87.640457 13.110419
