
1 66.16227 12.703028 24.828616
2 75.16227 24.718303 28.246901
3 75.16227 38.112863 29.677048
4 75.16227 44.807281 26.504811
5 75.16227 57.855377 13.667465
6 75.16227 54.926516 18.528614
7 75.16227 36.761096 32.415359
8 75.16227 56.93727 22.633479
9 75.16227 56.26227 22.11877
10 75.16227 63.01227 9.122911
11 75.16227 42.134988 32.653013
12 75.16227 50.18727 30.61902
13 75.16227 48.38749 29.057982
14 75.16227 61.66227 17.659275
15 75.16227 49.780947 29.975371
16 75.16227 59.41227 19.794886
17 75.16227 64.36227 15.35285
18 75.16227 61.66227 24.399795
19 75.16227 43.9122 34.294093
