gen island best mean std
0 0 57.16227 0.169165 13.581155
0 1 21.752976 -0.918329 7.787472
0 2 57.194865 1.949358 17.676156
0 3 57.16227 -0.313368 12.356142
0 4 57.16227 -1.143302 11.136795
1 0 57.732142 13.352534 25.062047
1 1 91.258336 6.007207 17.772765
1 2 57.601837 8.713236 23.955568
1 3 66.16227 6.176666 22.854325
1 4 57.16227 5.843873 20.648148
2 0 57.732142 21.440534 25.488118
2 1 91.258336 17.787676 17.706783
2 2 57.601837 22.644925 25.576683
2 3 66.16227 19.413867 30.17073
2 4 57.16227 13.124869 26.120311
3 0 57.732142 35.065483 28.246819
3 1 91.258336 25.376154 20.273649
3 2 57.752976 32.771931 24.381148
3 3 66.16227 21.362335 27.76772
3 4 75.054579 26.998227 26.130326
4 0 57.732142 37.767048 26.773922
4 1 91.258336 33.603876 22.719189
4 2 66.16227 42.562435 22.511795
4 3 66.219256 31.123925 28.112907
4 4 75.091917 40.637059 25.390919
5 0 57.732142 50.586815 17.9491
5 1 91.258336 36.304699 29.291861
5 2 66.263428 41.663073 26.801726
5 3 75.16227 40.678262 27.529441
5 4 75.091917 43.37753 26.195265
6 0 57.732142 43.104617 23.697812
6 1 75.21004 33.33578 26.896497
6 2 75.747727 40.836187 26.352062
6 3 75.16227 46.511739 25.585005
6 4 75.091917 43.277985 24.528606
7 0 66.225448 46.390898 23.168881
7 1 75.21004 35.109416 26.240289
7 2 75.747727 39.631737 29.818336
7 3 75.16227 48.822942 25.208474
7 4 75.091917 47.334146 21.545514
8 0 66.225448 44.274627 23.663321
8 1 75.21004 39.665227 27.113429
8 2 75.216175 39.483006 26.813994
8 3 75.16227 52.185678 23.403538
8 4 57.732142 37.96074 24.467833
9 0 66.225448 50.275923 19.234013
9 1 75.282972 35.708587 24.937861
9 2 66.747727 45.027244 24.214933
9 3 75.16227 54.923444 18.819976
9 4 57.732142 38.620564 27.19841
10 0 66.225448 52.31863 19.396313
10 1 75.31642 31.428709 29.599786
10 2 66.747727 44.606737 25.448561
10 3 75.16227 46.194046 28.494354
10 4 57.732142 49.917673 17.956953
11 0 66.225448 50.429626 18.715948
11 1 75.31642 37.289454 27.428427
11 2 66.747727 40.652595 26.916401
11 3 75.174 50.185104 27.411398
11 4 57.732142 39.445491 24.50012
12 0 66.225448 44.644326 26.117286
12 1 87.116796 38.706506 30.062452
12 2 66.747727 47.875267 21.320571
12 3 75.174 46.544861 28.078816
12 4 66.200907 44.19456 22.951874
13 0 66.225448 41.988683 26.003144
13 1 75.752976 45.864459 23.172902
13 2 75.282972 50.842202 18.459943
13 3 75.174 48.112891 29.559744
13 4 66.225448 39.176153 26.35946
14 0 66.225448 43.76422 26.209597
14 1 75.31642 48.725994 24.815164
14 2 75.716796 55.748033 15.448966
14 3 75.174 37.571802 33.239629
14 4 66.225448 39.851831 27.607877
15 0 66.296218 50.429328 20.291803
15 1 75.31642 53.453117 16.992845
15 2 94.023266 45.456852 24.075611
15 3 75.174 54.619419 26.15767
15 4 66.225448 42.665113 25.996688
16 0 75.732142 50.266596 21.738305
16 1 75.31642 49.895789 18.10085
16 2 94.023266 48.109919 20.692119
16 3 75.174 36.916146 31.878771
16 4 66.225448 39.020084 28.214863
17 0 75.732142 48.911784 25.520579
17 1 75.31642 55.063699 13.699978
17 2 94.023266 54.021845 17.413824
17 3 75.174 35.961283 31.361349
17 4 66.225448 49.103438 21.509696
18 0 75.732142 46.903839 27.035628
18 1 75.747727 30.938985 28.882429
18 2 94.023266 51.623335 21.55142
18 3 75.174 42.883684 30.031262
18 4 66.225448 51.99987 19.300743
19 0 75.732142 48.508036 26.585203
19 1 75.747727 37.865193 25.2252
19 2 94.023266 57.710518 22.167408
19 3 75.174 45.403017 27.387227
19 4 66.601837 55.147586 15.819218
