
1 86.19141 8.630926 26.130909
2 74.767552 8.325376 16.383154
3 74.769519 19.251371 21.219208
4 74.771489 25.474187 21.715084
5 74.771489 28.725279 22.438681
6 74.771489 39.226078 25.051816
7 74.771489 48.818187 21.852381
8 84.443021 50.37701 22.094073
9 84.443021 52.150966 24.618297
10 84.443021 39.244192 30.255468
11 85.011736 53.4681 27.683023
12 85.011736 59.024472 24.375101
13 86.611736 59.145763 29.21559
14 86.79141 56.789019 28.659793
15 86.79141 55.836957 27.501649
16 86.79141 49.203657 30.928665
17 86.79141 50.230316 32.1001
18 87.967552 47.0826 30.816389
19 87.011736 48.969447 32.205642
