gen island best mean std
0 0 56.773463 2.309195 15.180261
0 1 30.931096 -1.422713 8.264816
0 2 65.740419 1.505823 15.858947
0 3 39.90625 -0.238592 10.57704
0 4 56.773463 1.746946 15.128937
1 0 56.773463 9.658407 20.29988
1 1 30.931096 6.57412 13.146315
1 2 65.740419 13.432972 21.346606
1 3 56.773463 6.408195 14.516139
1 4 56.773463 13.872027 22.772895
2 0 65.748096 15.830332 25.694368
2 1 30.931096 9.848023 11.975126
2 2 74.7814 27.123666 25.84926
2 3 74.783394 19.588771 24.071625
2 4 74.76363 27.871125 26.260895
3 0 74.773463 27.701248 28.574425
3 1 56.773463 17.259153 14.766365
3 2 74.7814 31.526014 26.310353
3 3 74.783394 30.133882 29.58216
3 4 65.775442 43.871369 21.486131
4 0 74.773463 29.239217 28.602597
4 1 74.862273 23.053614 21.180282
4 2 84.666602 31.771954 28.181873
4 3 74.783394 39.600839 29.82747
4 4 74.77941 45.031795 22.270813
5 0 74.773463 46.01187 25.092285
5 1 85.838793 41.610507 25.294026
5 2 74.7814 40.109216 22.697212
5 3 74.783394 41.863984 26.240337
5 4 74.77941 46.771503 23.080073
6 0 74.773463 46.238931 28.041378
6 1 85.838793 32.82445 25.896561
6 2 74.7814 42.551014 21.078291
6 3 87.213791 52.398855 22.473625
6 4 74.77941 41.633989 24.075267
7 0 74.773463 46.244698 21.144596
7 1 87.011736 49.796371 23.166514
7 2 74.7814 44.550027 18.974368
7 3 87.413791 58.371385 16.637061
7 4 74.77941 45.850123 23.111914
8 0 74.877507 39.593633 27.085871
8 1 88.013791 57.454633 27.256163
8 2 87.993424 50.720372 22.217196
8 3 87.413791 61.895811 15.940429
8 4 85.504175 47.488659 22.614729
9 0 84.811736 40.036415 28.077418
9 1 88.013791 56.347256 24.775779
9 2 87.993424 52.482589 22.441633
9 3 87.413791 61.463459 22.590334
9 4 85.504175 52.170801 17.51817
10 0 84.811736 43.126939 31.66931
10 1 87.011736 60.918662 24.752939
10 2 88.393424 52.549003 21.364489
10 3 87.413791 59.35776 27.828115
10 4 85.504175 58.000294 8.090681
11 0 84.811736 45.41048 25.041162
11 1 87.19141 57.494959 30.135837
11 2 88.393424 56.487151 19.260901
11 3 89.613791 59.932251 28.699557
11 4 85.504175 55.424983 18.50646
12 0 84.811736 39.401038 26.794508
12 1 87.993424 66.981743 26.557309
12 2 88.393424 52.686397 23.010877
12 3 89.613791 63.583909 25.934823
12 4 85.504175 51.761175 17.406693
13 0 84.811736 45.914234 24.921312
13 1 87.993424 29.459502 34.285278
13 2 88.393424 56.338796 20.724007
13 3 89.613791 59.651036 29.533466
13 4 85.504175 47.179537 28.97193
14 0 84.811736 42.932735 26.872332
14 1 87.993424 43.096051 30.548109
14 2 88.393424 55.01955 23.551186
14 3 89.613791 66.159406 27.353654
14 4 85.504175 51.319445 24.64005
15 0 84.811736 47.545234 28.011374
15 1 87.993424 44.786343 30.387761
15 2 87.193424 37.55063 29.6712
15 3 89.640905 74.845046 23.118764
15 4 85.504175 49.360084 23.765719
16 0 87.011736 47.022515 27.4448
16 1 87.993424 38.844684 30.015638
16 2 86.99141 48.831869 26.967108
16 3 89.640905 70.188548 26.04509
16 4 85.504175 54.327225 20.7015
17 0 87.011736 49.574514 24.54947
17 1 87.993424 38.685226 31.374017
17 2 87.59141 55.144937 24.714283
17 3 89.640905 71.93374 24.908936
17 4 85.504175 36.60536 28.721266
18 0 87.011736 40.053795 34.605618
18 1 87.993424 48.241265 26.343059
18 2 88.993424 52.184295 26.555299
18 3 89.640905 71.512337 25.662059
18 4 85.504175 46.492906 24.150175
19 0 87.011736 38.432038 32.325733
19 1 87.993424 50.094433 22.421069
19 2 88.993424 53.670058 24.432272
19 3 89.640905 69.477893 25.99093
19 4 85.504175 52.497911 20.275764
