gen island best mean std
0 0 57.225448 0.44878 16.823934
0 1 86.458336 1.597344 19.403215
0 2 57.16227 0.269994 12.154193
0 3 30.16227 -3.000651 7.521417
0 4 39.16227 -2.124543 9.618994
1 0 57.225448 4.600972 20.931208
1 1 86.458336 12.285874 30.551726
1 2 57.732142 4.993557 17.781738
1 3 30.16227 -0.448419 10.615928
1 4 57.16227 1.672051 14.987996
2 0 57.601837 9.435645 22.340576
2 1 86.458336 13.647052 27.888376
2 2 57.732142 13.19309 22.182222
2 3 57.16227 6.755874 17.508367
2 4 66.094638 24.490784 27.315642
3 0 66.309641 17.090851 25.544343
3 1 86.458336 22.196613 27.369121
3 2 66.326677 26.160928 26.462654
3 3 57.296218 12.797486 21.738016
3 4 66.094638 36.164274 27.195871
4 0 75.601837 27.962652 27.568959
4 1 86.458336 27.684543 26.296983
4 2 66.326677 31.9402 24.426216
4 3 57.296218 23.809803 21.375068
4 4 75.054579 48.849783 22.076379
5 0 75.601837 42.569933 20.606178
5 1 86.458336 35.30094 25.526597
5 2 66.326677 40.016751 24.026184
5 3 57.296218 24.920585 23.284905
5 4 75.054579 48.409111 22.477541
6 0 66.309641 46.534834 22.380828
6 1 94.023266 34.701219 30.894638
6 2 94.023266 47.001588 20.870084
6 3 66.225448 42.362018 21.256242
6 4 75.054579 46.598071 23.334099
7 0 66.309641 39.168248 21.701506
7 1 94.023266 38.724299 26.707673
7 2 94.023266 52.529833 23.830809
7 3 66.225448 43.509429 20.53903
7 4 75.054579 48.802793 24.569301
8 0 66.309641 44.942574 24.472448
8 1 94.023266 42.393313 28.79014
8 2 94.023266 46.204201 23.944223
8 3 75.054579 40.715936 23.611166
8 4 75.059829 49.962993 23.040309
9 0 66.309641 28.574669 29.655837
9 1 94.023266 50.622237 28.638287
9 2 94.023266 43.53944 27.571477
9 3 75.054579 44.07526 23.299339
9 4 75.094638 52.377649 22.170801
10 0 66.309641 33.050785 29.519948
10 1 94.023266 51.764393 20.673418
10 2 94.023266 39.381491 26.098386
10 3 75.059829 31.32508 24.259988
10 4 75.094638 49.031816 24.431357
11 0 66.309641 41.453896 22.190194
11 1 94.023266 31.750577 28.133932
11 2 94.023266 26.124707 26.891081
11 3 75.059829 40.281272 24.06199
11 4 75.094638 50.330373 25.221972
12 0 66.309641 34.245721 25.253001
12 1 94.023266 42.251997 24.67689
12 2 94.023266 38.822689 31.273324
12 3 75.059829 35.256434 24.73257
12 4 75.094638 45.633436 26.496107
13 0 66.309641 21.682175 26.249668
13 1 94.023266 45.991534 26.03716
13 2 94.023266 50.349853 25.53934
13 3 75.059829 42.552201 24.68415
13 4 75.094638 50.555125 23.936661
14 0 66.309641 22.982189 27.472289
14 1 94.023266 46.759261 21.256886
14 2 94.023266 41.320112 23.172962
14 3 75.059829 40.960119 25.01777
14 4 75.273152 41.524959 27.586682
15 0 66.309641 23.386191 30.19158
15 1 57.752976 33.237323 21.575424
15 2 94.023266 44.665407 30.918026
15 3 75.059829 30.526995 27.705153
15 4 75.273152 42.466976 28.490213
16 0 66.309641 40.242702 25.59155
16 1 57.752976 32.936629 20.631821
16 2 94.023266 46.135324 28.96216
16 3 75.273152 35.950114 27.045176
16 4 75.273152 38.133039 26.366077
17 0 66.309641 34.876778 27.344717
17 1 66.727 39.688492 21.005896
17 2 94.023266 51.477427 25.657918
17 3 75.273152 47.525091 23.346643
17 4 75.273152 43.893323 29.600346
18 0 75.266659 37.586244 23.441605
18 1 66.752976 43.959914 21.414765
18 2 94.023266 51.991702 29.411362
18 3 75.273152 42.149151 23.247379
18 4 75.273152 49.311178 24.176046
19 0 75.266659 44.490328 25.814827
19 1 94.023266 47.039501 26.164768
19 2 94.023266 34.957987 33.321462
19 3 75.273152 45.44934 24.225376
19 4 75.273152 36.825203 28.964633
