
1 56.773463 8.194132 22.007926
2 56.773463 21.504476 28.397503
3 56.773463 39.291919 24.081753
4 84.993424 52.098595 16.853493
5 84.993424 52.889657 22.041196
6 84.993424 56.686974 15.289113
7 84.993424 55.739038 18.826306
8 84.993424 51.991658 20.930552
9 84.993424 36.71564 31.584932
10 84.993424 41.928969 31.30174
11 84.993424 51.175933 25.905948
12 87.011736 59.54837 18.653831
13 87.011736 57.537271 22.535657
14 87.260115 58.716109 21.180147
15 87.260115 53.780551 25.725655
16 87.260115 56.410258 26.308277
17 87.260115 56.601452 24.067606
18 87.260115 61.600271 26.33846
19 87.260115 36.244441 37.27356
